Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Worked for 3 months or more but less than 6 months -  Persons,Worked for 3 months or more but less than 6 months - Males,Worked for 3 months or more but less than 6 months - Females,Worked for less than 3 months - Persons,Worked for less than 3 months - Males,Worked for less than 3 months - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0906ST,`33,`605,District - Vellore,Rural,35-59,3109,1529,1580,876,408,468,477,302,175,2568,1129,1439,180,122,58,2,0,2,130,48,82,184,114,70,4,2,2,272,152,120,0,0,0,24,20,4,8,8,0,2,2,0,0,0,0,0,0,0,0,0,0,10,6,4,0,0,0,64,12,52,60,20,40
B0906ST,`33,`605,District - Vellore,Rural,60+,503,279,224,183,91,92,87,65,22,435,217,218,26,20,6,0,0,0,22,10,12,22,18,4,0,0,0,34,14,20,0,0,0,4,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,20,6,14,28,14,14
B0906ST,`33,`605,District - Vellore,Rural,Age not stated,3,2,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`605,District - Vellore,Urban,Total,607,337,270,136,78,58,9,6,3,166,81,85,64,40,24,10,6,4,34,6,28,110,68,42,6,4,2,152,92,60,0,0,0,42,16,26,14,12,2,10,8,2,0,0,0,4,2,2,6,2,4,4,4,0,4,2,2,6,4,2,102,62,40
B0906ST,`33,`605,District - Vellore,Urban,`5-14,11,6,5,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4
B0906ST,`33,`605,District - Vellore,Urban,15-34,277,153,124,64,36,28,5,4,1,72,35,37,20,12,8,2,0,2,20,2,18,58,38,20,0,0,0,66,34,32,0,0,0,24,12,12,6,6,0,4,4,0,0,0,0,0,0,0,2,2,0,4,4,0,2,2,0,4,2,2,52,32,20
B0906ST,`33,`605,District - Vellore,Urban,35-59,276,147,129,50,25,25,4,2,2,72,32,40,38,24,14,8,6,2,12,4,8,42,20,22,2,0,2,76,48,28,0,0,0,14,2,12,8,6,2,6,4,2,0,0,0,4,2,2,4,0,4,0,0,0,2,0,2,2,2,0,32,20,12
B0906ST,`33,`605,District - Vellore,Urban,60+,43,31,12,20,15,5,0,0,0,21,14,7,6,4,2,0,0,0,2,0,2,10,10,0,4,4,0,8,8,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4
B0906ST,`33,`605,District - Vellore,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`606,District - Tiruvannamalai,Total,Total,11434,5064,6370,1635,652,983,1576,835,741,8611,3363,5248,994,598,396,154,84,70,288,72,216,212,116,96,6,2,4,572,366,206,2,2,0,88,44,44,38,38,0,6,4,2,2,2,0,6,6,0,14,12,2,20,14,6,28,16,12,116,16,100,336,126,210
B0906ST,`33,`606,District - Tiruvannamalai,Total,`5-14,302,153,149,57,28,29,34,18,16,203,95,108,30,22,8,2,0,2,16,6,10,6,4,2,0,0,0,10,8,2,0,0,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,48,22,26
B0906ST,`33,`606,District - Tiruvannamalai,Total,15-34,5563,2499,3064,787,314,473,725,378,347,4069,1623,2446,432,252,180,106,54,52,170,26,144,126,64,62,4,2,2,370,254,116,0,0,0,46,20,26,34,34,0,0,0,0,2,2,0,6,6,0,4,4,0,12,8,4,26,14,12,62,12,50,156,60,96
B0906ST,`33,`606,District - Tiruvannamalai,Total,35-59,4662,1940,2722,597,240,357,690,357,333,3565,1297,2268,442,266,176,38,26,12,84,28,56,74,42,32,2,0,2,162,88,74,2,2,0,32,20,12,4,4,0,4,2,2,0,0,0,0,0,0,6,4,2,6,4,2,0,0,0,46,4,42,102,36,66
B0906ST,`33,`606,District - Tiruvannamalai,Total,60+,904,472,432,194,70,124,127,82,45,773,348,425,90,58,32,8,4,4,18,12,6,6,6,0,0,0,0,30,16,14,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,2,0,2,2,0,4,0,4,28,8,20
B0906ST,`33,`606,District - Tiruvannamalai,Total,Age not stated,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`606,District - Tiruvannamalai,Rural,Total,11034,4855,6179,1605,644,961,1574,833,741,8379,3276,5103,920,544,376,154,84,70,288,72,216,188,98,90,4,0,4,540,350,190,2,2,0,70,32,38,36,36,0,4,2,2,2,2,0,6,6,0,0,0,0,18,12,6,28,16,12,114,16,98,312,118,194
B0906ST,`33,`606,District - Tiruvannamalai,Rural,`5-14,290,146,144,53,28,25,34,18,16,195,92,103,28,20,8,2,0,2,16,6,10,6,4,2,0,0,0,10,8,2,0,0,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,42,20,22
B0906ST,`33,`606,District - Tiruvannamalai,Rural,15-34,5420,2426,2994,773,313,460,724,377,347,3979,1590,2389,410,240,170,106,54,52,170,26,144,120,60,60,2,0,2,360,250,110,0,0,0,38,12,26,32,32,0,0,0,0,2,2,0,6,6,0,0,0,0,12,8,4,26,14,12,62,12,50,144,56,88
B0906ST,`33,`606,District - Tiruvannamalai,Rural,35-59,4471,1839,2632,587,235,352,689,356,333,3463,1258,2205,402,234,168,38,26,12,84,28,56,58,30,28,2,0,2,144,78,66,2,2,0,24,16,8,4,4,0,2,0,2,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,44,4,40,98,36,62
B0906ST,`33,`606,District - Tiruvannamalai,Rural,60+,850,444,406,192,68,124,127,82,45,741,336,405,80,50,30,8,4,4,18,12,6,4,4,0,0,0,0,26,14,12,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,4,0,4,26,6,20
B0906ST,`33,`606,District - Tiruvannamalai,Rural,Age not stated,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`606,District - Tiruvannamalai,Urban,Total,400,209,191,30,8,22,2,2,0,232,87,145,74,54,20,0,0,0,0,0,0,24,18,6,2,2,0,32,16,16,0,0,0,18,12,6,2,2,0,2,2,0,0,0,0,0,0,0,14,12,2,2,2,0,0,0,0,2,0,2,24,8,16
B0906ST,`33,`606,District - Tiruvannamalai,Urban,`5-14,12,7,5,4,0,4,0,0,0,8,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
B0906ST,`33,`606,District - Tiruvannamalai,Urban,15-34,143,73,70,14,1,13,1,1,0,90,33,57,22,12,10,0,0,0,0,0,0,6,4,2,2,2,0,10,4,6,0,0,0,8,8,0,2,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,12,4,8
B0906ST,`33,`606,District - Tiruvannamalai,Urban,35-59,191,101,90,10,5,5,1,1,0,102,39,63,40,32,8,0,0,0,0,0,0,16,12,4,0,0,0,18,10,8,0,0,0,8,4,4,0,0,0,2,2,0,0,0,0,0,0,0,6,4,2,2,2,0,0,0,0,2,0,2,4,0,4
B0906ST,`33,`606,District - Tiruvannamalai,Urban,60+,54,28,26,2,2,0,0,0,0,32,12,20,10,8,2,0,0,0,0,0,0,2,2,0,0,0,0,4,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0
B0906ST,`33,`606,District - Tiruvannamalai,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`607,District - Viluppuram,Total,Total,8863,4423,4440,1186,470,716,1248,550,698,6931,3347,3584,360,224,136,100,48,52,194,78,116,206,112,94,4,2,2,282,154,128,0,0,0,92,68,24,16,16,0,12,8,4,0,0,0,2,2,0,8,8,0,6,6,0,10,4,6,96,24,72,482,242,240
B0906ST,`33,`607,District - Viluppuram,Total,`5-14,301,138,163,27,19,8,37,15,22,95,48,47,10,6,4,0,0,0,4,0,4,4,2,2,0,0,0,8,4,4,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,2,160,76,84
B0906ST,`33,`607,District - Viluppuram,Total,15-34,4297,2112,2185,573,209,364,650,271,379,3302,1536,1766,158,92,66,52,26,26,108,44,64,98,54,44,0,0,0,138,88,50,0,0,0,46,36,10,16,16,0,6,4,2,0,0,0,2,2,0,4,4,0,2,2,0,8,4,4,48,12,36,232,130,102
B0906ST,`33,`607,District - Viluppuram,Total,35-59,3629,1777,1852,455,175,280,496,225,271,2960,1417,1543,162,108,54,36,14,22,74,32,42,82,40,42,2,0,2,118,54,64,0,0,0,36,24,12,0,0,0,6,4,2,0,0,0,0,0,0,4,4,0,2,2,0,2,0,2,34,6,28,70,22,48
B0906ST,`33,`607,District - Viluppuram,Total,60+,630,393,237,130,67,63,65,39,26,567,343,224,30,18,12,12,8,4,8,2,6,22,16,6,2,2,0,18,8,10,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,20,14,6
B0906ST,`33,`607,District - Viluppuram,Total,Age not stated,6,3,3,1,0,1,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`607,District - Viluppuram,Rural,Total,8513,4228,4285,1111,446,665,1241,547,694,6841,3297,3544,358,224,134,100,48,52,156,70,86,158,82,76,0,0,0,170,94,76,0,0,0,56,40,16,10,10,0,2,2,0,0,0,0,2,2,0,4,4,0,6,6,0,8,4,4,82,24,58,430,220,210
B0906ST,`33,`607,District - Viluppuram,Rural,`5-14,276,131,145,27,19,8,37,15,22,94,47,47,10,6,4,0,0,0,2,0,2,4,2,2,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,2,144,72,72
B0906ST,`33,`607,District - Viluppuram,Rural,15-34,4142,2020,2122,538,199,339,646,269,377,3262,1520,1742,158,92,66,52,26,26,86,40,46,82,38,44,0,0,0,92,58,34,0,0,0,32,24,8,10,10,0,2,2,0,0,0,0,2,2,0,4,4,0,2,2,0,6,4,2,38,12,26,206,116,90
B0906ST,`33,`607,District - Viluppuram,Rural,35-59,3485,1700,1785,427,167,260,493,224,269,2919,1389,1530,160,108,52,36,14,22,60,28,32,58,32,26,0,0,0,66,28,38,0,0,0,24,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,30,6,24,62,20,42
B0906ST,`33,`607,District - Viluppuram,Rural,60+,604,374,230,118,61,57,65,39,26,559,338,221,30,18,12,12,8,4,8,2,6,14,10,4,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,18,12,6
B0906ST,`33,`607,District - Viluppuram,Rural,Age not stated,6,3,3,1,0,1,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`607,District - Viluppuram,Urban,Total,350,195,155,75,24,51,7,3,4,90,50,40,2,0,2,0,0,0,38,8,30,48,30,18,4,2,2,112,60,52,0,0,0,36,28,8,6,6,0,10,6,4,0,0,0,0,0,0,4,4,0,0,0,0,2,0,2,14,0,14,52,22,30
B0906ST,`33,`607,District - Viluppuram,Urban,`5-14,25,7,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,12
B0906ST,`33,`607,District - Viluppuram,Urban,15-34,155,92,63,35,10,25,4,2,2,40,16,24,0,0,0,0,0,0,22,4,18,16,16,0,0,0,0,46,30,16,0,0,0,14,12,2,6,6,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,0,10,26,14,12
B0906ST,`33,`607,District - Viluppuram,Urban,35-59,144,77,67,28,8,20,3,1,2,41,28,13,2,0,2,0,0,0,14,4,10,24,8,16,2,0,2,52,26,26,0,0,0,12,8,4,0,0,0,6,4,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,4,8,2,6
B0906ST,`33,`607,District - Viluppuram,Urban,60+,26,19,7,12,6,6,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,8,6,2,2,2,0,12,4,8,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
B0906ST,`33,`607,District - Viluppuram,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`608,District - Salem,Total,Total,4198,1860,2338,534,241,293,994,539,455,2806,1104,1702,374,146,228,10,8,2,24,4,20,84,58,26,0,0,0,46,40,6,0,0,0,30,16,14,38,34,4,2,0,2,0,0,0,20,12,8,6,6,0,12,12,0,22,4,18,60,26,34,204,92,112
B0906ST,`33,`608,District - Salem,Total,`5-14,103,42,61,17,12,5,21,10,11,39,16,23,20,14,6,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,30,12,18
B0906ST,`33,`608,District - Salem,Total,15-34,1840,829,1011,233,103,130,421,220,201,1182,462,720,146,50,96,8,6,2,2,0,2,42,30,12,0,0,0,28,28,0,0,0,0,18,16,2,30,28,2,0,0,0,0,0,0,18,10,8,6,6,0,4,4,0,18,4,14,32,16,16,118,52,66
B0906ST,`33,`608,District - Salem,Total,35-59,1757,752,1005,181,77,104,446,249,197,1196,450,746,152,56,96,2,2,0,16,0,16,36,24,12,0,0,0,14,10,4,0,0,0,8,0,8,8,6,2,2,0,2,0,0,0,2,2,0,0,0,0,8,8,0,0,0,0,18,8,10,30,14,16
B0906ST,`33,`608,District - Salem,Total,60+,496,235,261,103,49,54,106,60,46,389,176,213,56,26,30,0,0,0,6,4,2,2,2,0,0,0,0,4,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,24,12,12
B0906ST,`33,`608,District - Salem,Total,Age not stated,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
B0906ST,`33,`608,District - Salem,Rural,Total,3928,1749,2179,515,231,284,969,525,444,2722,1075,1647,366,144,222,10,8,2,18,4,14,48,38,10,0,0,0,42,36,6,0,0,0,16,8,8,36,34,2,2,0,2,0,0,0,12,10,2,4,4,0,4,4,0,18,4,14,60,26,34,116,60,56
B0906ST,`33,`608,District - Salem,Rural,`5-14,81,33,48,17,12,5,20,9,11,36,14,22,20,14,6,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,12,6,6
B0906ST,`33,`608,District - Salem,Rural,15-34,1728,789,939,225,97,128,410,215,195,1155,459,696,140,48,92,8,6,2,2,0,2,34,26,8,0,0,0,26,26,0,0,0,0,10,8,2,30,28,2,0,0,0,0,0,0,10,8,2,4,4,0,2,2,0,14,4,10,32,16,16,76,36,40
B0906ST,`33,`608,District - Salem,Rural,35-59,1662,708,954,175,77,98,435,242,193,1160,435,725,150,56,94,2,2,0,12,0,12,10,10,0,0,0,0,12,8,4,0,0,0,4,0,4,6,6,0,2,0,2,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,18,8,10,22,14,8
B0906ST,`33,`608,District - Salem,Rural,60+,455,217,238,98,45,53,104,59,45,371,167,204,56,26,30,0,0,0,4,4,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,4,2,2
B0906ST,`33,`608,District - Salem,Rural,Age not stated,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
B0906ST,`33,`608,District - Salem,Urban,Total,270,111,159,19,10,9,25,14,11,84,29,55,8,2,6,0,0,0,6,0,6,36,20,16,0,0,0,4,4,0,0,0,0,14,8,6,2,0,2,0,0,0,0,0,0,8,2,6,2,2,0,8,8,0,4,0,4,0,0,0,88,32,56
B0906ST,`33,`608,District - Salem,Urban,`5-14,22,9,13,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,12
B0906ST,`33,`608,District - Salem,Urban,15-34,112,40,72,8,6,2,11,5,6,27,3,24,6,2,4,0,0,0,0,0,0,8,4,4,0,0,0,2,2,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,8,2,6,2,2,0,2,2,0,4,0,4,0,0,0,42,16,26
B0906ST,`33,`608,District - Salem,Urban,35-59,95,44,51,6,0,6,11,7,4,36,15,21,2,0,2,0,0,0,4,0,4,26,14,12,0,0,0,2,2,0,0,0,0,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,8,0,8
B0906ST,`33,`608,District - Salem,Urban,60+,41,18,23,5,4,1,2,1,1,18,9,9,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10
B0906ST,`33,`608,District - Salem,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`609,District - Namakkal,Total,Total,2565,1223,1342,172,61,111,494,226,268,1699,770,929,84,44,40,0,0,0,10,4,6,32,26,6,0,0,0,14,6,8,0,0,0,10,8,2,40,40,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2,2,16,2,14,66,26,40,266,128,138
B0906ST,`33,`609,District - Namakkal,Total,`5-14,216,113,103,15,6,9,29,19,10,50,26,24,14,8,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,134,64,70
B0906ST,`33,`609,District - Namakkal,Total,15-34,1069,526,543,78,30,48,230,111,119,665,303,362,34,16,18,0,0,0,10,4,6,28,22,6,0,0,0,2,0,2,0,0,0,8,6,2,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,40,14,26,92,48,44
B0906ST,`33,`609,District - Namakkal,Total,35-59,982,438,544,43,10,33,178,71,107,739,323,416,28,16,12,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,2,2,0,8,8,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2,2,10,2,8,18,8,10,24,8,16
B0906ST,`33,`609,District - Namakkal,Total,60+,293,145,148,36,15,21,57,25,32,242,117,125,8,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,14,8,6
B0906ST,`33,`609,District - Namakkal,Total,Age not stated,5,1,4,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`609,District - Namakkal,Rural,Total,2548,1219,1329,172,61,111,494,226,268,1690,768,922,84,44,40,0,0,0,10,4,6,32,26,6,0,0,0,12,6,6,0,0,0,10,8,2,40,40,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2,2,16,2,14,66,26,40,260,126,134
B0906ST,`33,`609,District - Namakkal,Rural,`5-14,214,111,103,15,6,9,29,19,10,50,26,24,14,8,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,132,62,70
B0906ST,`33,`609,District - Namakkal,Rural,15-34,1061,525,536,78,30,48,230,111,119,661,302,359,34,16,18,0,0,0,10,4,6,28,22,6,0,0,0,0,0,0,0,0,0,8,6,2,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,40,14,26,90,48,42
B0906ST,`33,`609,District - Namakkal,Rural,35-59,976,437,539,43,10,33,178,71,107,735,322,413,28,16,12,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,2,2,0,8,8,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2,2,10,2,8,18,8,10,22,8,14
B0906ST,`33,`609,District - Namakkal,Rural,60+,292,145,147,36,15,21,57,25,32,241,117,124,8,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,14,8,6
B0906ST,`33,`609,District - Namakkal,Rural,Age not stated,5,1,4,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`609,District - Namakkal,Urban,Total,17,4,13,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
B0906ST,`33,`609,District - Namakkal,Urban,`5-14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
B0906ST,`33,`609,District - Namakkal,Urban,15-34,8,1,7,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`609,District - Namakkal,Urban,35-59,6,1,5,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`609,District - Namakkal,Urban,60+,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`609,District - Namakkal,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`610,District - Erode,Total,Total,2958,1494,1464,205,89,116,96,39,57,2599,1308,1291,52,28,24,4,4,0,80,30,50,48,26,22,6,2,4,142,76,66,0,0,0,2,2,0,6,6,0,10,8,2,0,0,0,0,0,0,0,0,0,4,2,2,8,8,0,16,6,10,90,38,52
